entry_time,entry_price,direction,exit_time,exit_price,pnl,exit_reason,final_pnl,trade_date,day_pnl
2024-12-23 09:17:00+05:30,23758.95,short,2024-12-23 09:19:00+05:30,23769.55,-10.599999999998545,EMA exit,-10.599999999998545,2024-12-23,-10.599999999998545
2024-12-23 09:19:00+05:30,23769.55,long,2024-12-23 09:22:00+05:30,23800.55,31.0,Target,20.400000000001455,2024-12-23,20.400000000001455
2024-12-23 09:25:00+05:30,23773.5,short,2024-12-23 09:28:00+05:30,23731.6,41.900000000001455,Target,62.30000000000291,2024-12-23,62.30000000000291
2024-12-23 09:30:00+05:30,23781.25,long,2024-12-23 09:35:00+05:30,23758.75,-22.5,EMA exit,39.80000000000291,2024-12-23,39.80000000000291
2024-12-23 09:35:00+05:30,23758.75,short,2024-12-23 09:37:00+05:30,23717.05,41.70000000000073,Target,81.50000000000364,2024-12-23,81.50000000000364
2024-12-23 09:42:00+05:30,23749.7,long,2024-12-23 09:54:00+05:30,23751.95,2.25,EMA exit,83.75000000000364,2024-12-23,83.75000000000364
2024-12-23 09:54:00+05:30,23751.95,short,2024-12-23 09:55:00+05:30,23717.75,34.20000000000073,Target,117.95000000000437,2024-12-23,117.95000000000437
2024-12-23 10:01:00+05:30,23744.6,long,2024-12-23 10:04:00+05:30,23782.5,37.900000000001455,Target,155.85000000000582,2024-12-23,155.85000000000582
2024-12-23 10:14:00+05:30,23769.35,short,2024-12-23 10:26:00+05:30,23733.45,35.89999999999782,Target,191.75000000000364,2024-12-23,191.75000000000364
2024-12-23 10:29:00+05:30,23763.0,long,2024-12-23 10:41:00+05:30,23774.2,11.200000000000728,EMA exit,202.95000000000437,2024-12-23,202.95000000000437
2024-12-23 10:41:00+05:30,23774.2,short,2024-12-23 10:42:00+05:30,23779.4,-5.200000000000728,EMA exit,197.75000000000364,2024-12-23,197.75000000000364
2024-12-23 10:42:00+05:30,23779.4,long,2024-12-23 10:43:00+05:30,23771.4,-8.0,EMA exit,189.75000000000364,2024-12-23,189.75000000000364
2024-12-23 10:43:00+05:30,23771.4,short,2024-12-23 10:49:00+05:30,23777.0,-5.599999999998545,EMA exit,184.1500000000051,2024-12-23,184.1500000000051
2024-12-23 10:49:00+05:30,23777.0,long,2024-12-23 10:58:00+05:30,23816.95,39.95000000000073,Target,224.10000000000582,2024-12-23,224.10000000000582
2024-12-23 11:06:00+05:30,23821.8,short,2024-12-23 11:07:00+05:30,23831.2,-9.400000000001455,EMA exit,214.70000000000437,2024-12-23,214.70000000000437
2024-12-23 11:07:00+05:30,23831.2,long,2024-12-23 11:14:00+05:30,23834.35,3.149999999997817,EMA exit,217.85000000000218,2024-12-23,217.85000000000218
2024-12-23 11:14:00+05:30,23834.35,short,2024-12-23 11:15:00+05:30,23840.8,-6.450000000000728,EMA exit,211.40000000000146,2024-12-23,211.40000000000146
2024-12-23 11:15:00+05:30,23840.8,long,2024-12-23 11:23:00+05:30,23848.2,7.400000000001455,EMA exit,218.8000000000029,2024-12-23,218.8000000000029
2024-12-23 11:23:00+05:30,23848.2,short,2024-12-23 11:25:00+05:30,23850.9,-2.7000000000007276,EMA exit,216.10000000000218,2024-12-23,216.10000000000218
2024-12-23 11:25:00+05:30,23850.9,long,2024-12-23 11:33:00+05:30,23854.1,3.1999999999970896,EMA exit,219.29999999999927,2024-12-23,219.29999999999927
2024-12-23 11:33:00+05:30,23854.1,short,2024-12-23 11:35:00+05:30,23860.1,-6.0,EMA exit,213.29999999999927,2024-12-23,213.29999999999927
2024-12-23 11:35:00+05:30,23860.1,long,2024-12-23 11:37:00+05:30,23847.1,-13.0,EMA exit,200.29999999999927,2024-12-23,200.29999999999927
2024-12-23 11:37:00+05:30,23847.1,short,2024-12-23 11:43:00+05:30,23850.75,-3.650000000001455,EMA exit,196.64999999999782,2024-12-23,196.64999999999782
2024-12-23 11:43:00+05:30,23850.75,long,2024-12-23 11:48:00+05:30,23852.4,1.6500000000014552,EMA exit,198.29999999999927,2024-12-23,198.29999999999927
2024-12-23 11:48:00+05:30,23852.4,short,2024-12-23 11:49:00+05:30,23857.15,-4.75,EMA exit,193.54999999999927,2024-12-23,193.54999999999927
2024-12-23 11:49:00+05:30,23857.15,long,2024-12-23 11:50:00+05:30,23852.7,-4.450000000000728,EMA exit,189.09999999999854,2024-12-23,189.09999999999854
2024-12-23 11:50:00+05:30,23852.7,short,2024-12-23 11:51:00+05:30,23857.15,-4.450000000000728,EMA exit,184.64999999999782,2024-12-23,184.64999999999782
2024-12-23 11:51:00+05:30,23857.15,long,2024-12-23 11:52:00+05:30,23853.0,-4.150000000001455,EMA exit,180.49999999999636,2024-12-23,180.49999999999636
2024-12-23 11:52:00+05:30,23853.0,short,2024-12-23 11:53:00+05:30,23856.05,-3.0499999999992724,EMA exit,177.4499999999971,2024-12-23,177.4499999999971
2024-12-23 11:53:00+05:30,23856.05,long,2024-12-23 11:55:00+05:30,23827.6,-28.450000000000728,EMA exit,148.99999999999636,2024-12-23,148.99999999999636
2024-12-23 11:55:00+05:30,23827.6,short,2024-12-23 12:04:00+05:30,23779.35,48.25,Target,197.24999999999636,2024-12-23,197.24999999999636
